"","grupoPol","fechaPresentacion","congreso","legislatura","codigo","proponente","grupoParlamentario","Titulo","sumilla","numeroLey","tituloLey","estadoFinal","estadoFinalFecha","comisiones","Lima","CantiCongre","CantiAdh","congresoRec","Semanas"
"10411","Bloque Popular",2009-09-28,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3529,"Congreso","Bloque Popular-Compromiso Democratico","FUERZAS ARMADAS,PNP/ESTABLECE MONTO DE BONO INDEMNIZATORIO PARA...","Propone establecer el monto del bono extraordinario indemnizatorio que se otorgara por unica vez al personal militar de las Fuerzas Armadas y Policia Nacional del Peru, cuando fallezca o pase a la situacion de retiro por invalidez total y permanente, a consecuencia de accion de armas y/o en acto de servicio, asi como a sus beneficiarios, segun sea el caso.","Ley Nº: 29420","LEY QUE FIJA MONTO PARA EL BENEFICIO DE SEGURO DE VIDA O COMPENSACIoN EXTRAORDINARIA PARA EL PERSONAL DE LAS FUERZAS ARMADAS, LA POLICiA NACIONAL DEL PERu Y EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERu O A SUS BENEFICIARIOS","Publicado El Peruano",2009-09-10,"Presupuesto y Cuenta General de la Republica,Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","NO",6,0,"2006-2011",-2.57142857142857
"10427","Multipartidario",2009-09-17,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3513,"Congreso","Multipartidario","FUERZAS ARMADA Y POLICIA NAC./BONO INDEMNIZATORIO PERSONAL,,,,","Propone otorgar un bono excepcional indemnizatorio al personal de las Fuerzas Armadas y Policia Nacional que fallece o sufra discapacidad total y permanente por accion de armas o acto de servicio.","Ley Nº: 29420","LEY QUE FIJA MONTO PARA EL BENEFICIO DE SEGURO DE VIDA O COMPENSACIoN EXTRAORDINARIA PARA EL PERSONAL DE LAS FUERZAS ARMADAS, LA POLICiA NACIONAL DEL PERu Y EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERu O A SUS BENEFICIARIOS","Publicado El Peruano",2009-09-10,"Presupuesto y Cuenta General de la Republica,Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","SI",24,0,"2006-2011",-1
"10431","",2009-09-17,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3509,"Poder Ejecutivo","","POLICIA NAC.,FUERZAS ARMADAS/FIJA MONTO SEGURO DE VIDA PERS.DE LA...","Propone fijar en S/. 55 000,00 (CINCUENTA Y CINCO MIL Y 00/100 NUEVOS SOLES) el monto del seguro de vida que se otorgue al personal de la Policia Nacional del Peru y Fuerzas Armadas.","Ley Nº: 29420","LEY QUE FIJA MONTO PARA EL BENEFICIO DE SEGURO DE VIDA O COMPENSACIoN EXTRAORDINARIA PARA EL PERSONAL DE LAS FUERZAS ARMADAS, LA POLICiA NACIONAL DEL PERu Y EL CUERPO GENERAL DE BOMBEROS VOLUNTARIOS DEL PERu O A SUS BENEFICIARIOS","Publicado El Peruano",2009-09-10,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","",NA,0,"2006-2011",-1
"10438","Unidad Nacional",2009-09-17,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3502,"Congreso","Unidad Nacional","TELECOMUNICACIONES L.29022/PRORROGA CUARTA DISP.TRANS.Y FINAL LEY...","Propone prorrogar  los alcances de la Cuarta Disposicion Transitoria y Final de la Ley N° 29022, Ley para la expansion de infraestructura en Telecomunicaciones.","Ley Nº: 29432","LEY QUE PRORROGA LOS ALCANCES DE LA CUARTA DISPOSICIoN TRANSITORIA Y FINAL DE LA LEY NuM. 29022, LEY PARA LA EXPANSIoN DE INFRAESTRUCTURA EN TELECOMUNICACIONES, PARA ESTIMULAR LA INVERSIoN PRIVADA EN LA EJECUCIoN DE OBRAS DE INFRAESTRUCTURA EN SERVICIOS PuBLICOS DE TELECOMUNICACIONES","Publicado El Peruano",2009-09-11,"Transportes y Comunicaciones","SI",8,0,"2006-2011",-0.857142857142857
"10461","",2009-09-09,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3479,"Poder Ejecutivo","","PRESUPUESTO/CREDITO SUPLEMENTARIO A FAVOR DIVERSAS ENTIDADES","Propone autorizar un Credito Suplementario en el Presupuesto del Sector Publico para el Ano Fiscal 2009, para el financiamiento de las acciones a cargo de ESSALUD, el otorgamiento del Bono Familiar Habitacional y para otros fines.","Ley Nº: 29418","LEY QUE AUTORIZA CReDITO SUPLEMENTARIO PARA EL FINANCIAMIENTO DE LAS ACCIONES A CARGO DE ESSALUD, EL OTORGAMIENTO DEL BONO FAMILIAR HABITACIONAL Y OTROS FINES","Publicado El Peruano",2009-04-10,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-21.7142857142857
"10480","Partido Aprista Peruano",2009-09-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3460,"Congreso","PARTIDO APRISTA PERUANO","PARTIDOS POLITICOS L.28094/DEROGA EL ARTICULO 14° DE LA LEY DE....","Propone derogar el articulo 14° de la Ley N° 28094, Ley de Partidos Politicos, que declara la ilegalidad de una organizacion politica.","","","En comision",2009-07-09,"Constitucion y Reglamento","SI",6,0,"2006-2011",-8
"10481","Partido Aprista Peruano",2009-09-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3459,"Congreso","PARTIDO APRISTA PERUANO","REGL.CONGRESO 76°/PRESENTACION DE PROPUESTAS DE LEY","Propone modificar el numeral 2 del articulo 76° del Reglamento del Congreso, en el sentido que las propuestas de ley y de resolucion legislativa que presentan los Congresistas, seran firmadas unica y exclusivamente por el Congresista autor de la iniciativa.","","","En comision",2009-07-09,"Constitucion y Reglamento","SI",6,0,"2006-2011",-8
"10484","Bloque Popular",2009-09-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3456,"Congreso","Bloque Popular-Compromiso Democratico","BIOTECNOLOGIA L.27104/MODIFICA LEY DE PREVENCION DE RIESGOS USO DE LA...","Propone modificar los articulos 3°, 5°, 6°, 7°, 10°, 11°, 17° y 23° de la Ley N° 27104, Ley de Prevencion de Riesgos Derivados del Uso de la Biotecnologia, que en adelante se denominara """"Ley para la Seguridad de la Biotecnologia Moderna"""".","","","En comision",2009-07-09,"Pueblos Andinos  Amazonicos y Afroperuanos  Ambiente y Ecologia,Salud  Poblacion  Familia y Personas con Discapacidad","NO",7,0,"2006-2011",-8
"10486","Bloque Popular",2009-09-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3454,"Congreso","Bloque Popular-Compromiso Democratico","DECRETO LEGISLATIVO 052/MODIFICA LEY ORGANICA DEL MINISTERIO PUB.","Propone modificar el articulo 12° del Decreto Legislativo N° 052, Ley Organica del Ministerio Publico, que precisa los requisitos para la interposicion del recurso de queja en el tramite de la denuncia.","","","En comision",2009-07-09,"Justicia y Derechos Humanos","NO",7,0,"2006-2011",-8
"10487","Bloque Popular",2009-09-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3453,"Congreso","Bloque Popular-Compromiso Democratico","DIVERSIDAD BIOLOGICA L.26839/MODIFICA LEY DE APROVECHAMIENTO DE LA...","Propone modificar los articulos 10° y 12° de la Ley N° 26839, Ley sobre la Conservacion y Aprovechamiento Sostenible de la Diversidad Biologica, referente al inventario y seguimiento.","","","En comision",2009-07-09,"Pueblos Andinos  Amazonicos y Afroperuanos  Ambiente y Ecologia","NO",7,0,"2006-2011",-8
"10489","Multipartidario",2009-09-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3451,"Congreso","Multipartidario","REFORMA CONST.87°/ DESIGNACION DEL JEFE DEL INEI","Propone modificar el articulo 87° de la Constitucion, referente a establecer el procedimiento de designacion del Jefe del Instituto Nacional de Estadistica e Informatica - INEI.","","","En comision",2009-07-09,"Constitucion y Reglamento","NO",13,0,"2006-2011",-8
"10490","Grupo Parlamentario Nacionalista",2009-09-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3450,"Congreso","Grupo Parlamentario Nacionalista","REGL.CONGRESO 23°, 30°,51°/FUNCION DE REPRESENTACION","Propone modificar los articulos 23°, 30° y 51° del Reglamento del Congreso, referente a establecer que los congresistas deben constituirse a la circunscripcion territorial a la que representan una vez al mes a fin de establecer una comunicacion permanente con la poblacion, asi mismo se establece que el Pleno del Congreso se reune en sesion por lo menos 3 veces al mes.","Resolucion Legislativa del Congreso Nº: 003-2009-CR","RESOLUCIoN LEGISLATIVA DEL CONGRESO QUE MODIFICA LOS ARTiCULOS 23°, 30° Y 51° DEL REGLAMENTO DEL CONGRESO DE LA REPuBLICA","Publicado El Peruano",2009-03-10,"Constitucion y Reglamento","SI",7,64,"2006-2011",-25.1428571428571
"10491","Grupo Parlamentario Nacionalista",2009-09-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3449,"Congreso","Grupo Parlamentario Nacionalista","RONDAS CAMP.L.27599/CONCEDE AMNISTIA A MIEMBROS DE ...","Propone ampliar alcances de la Ley N° 27599, que concede amnistia a los miembros de las rondas campesinas y/o comunales, reconocidas por Ley N° 27908, Ley de Rondas Campesinas, que se encuentran procesados por los delitos de tenencia ilegal de armas y secuestro.","","","En comision",2009-04-09,"Justicia y Derechos Humanos","SI",7,0,"2006-2011",-20.8571428571429
"10492","Grupo Parlamentario Nacionalista",2009-09-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3448,"Congreso","Grupo Parlamentario Nacionalista","REGL.CONGRESO 35°/COMISIONES ORDINARIAS","Propone modificar el articulo 35° literal a) del Reglamento del Congreso, referente a crear la Comision de Prevencion y Seguimiento de Conflictos Sociales.","","","En comision",2009-04-09,"Constitucion y Reglamento","SI",7,0,"2006-2011",-20.8571428571429
"10494","Grupo Parlamentario Nacionalista",2009-09-01,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3446,"Congreso","Grupo Parlamentario Nacionalista","GAS NATURAL L.27133/MODIFICA LEY DE PROMOCION DEL DESARROLLO...","Propone modificar elo inciso a) del articulo 4° de la Ley N° 27133, Ley de Promocion del Desarrollo de la Industria del Gas Natural, con el fin de garantizar el abastecimiento para el consumo nacional.","","","En comision",2009-04-09,"Energia y Minas","SI",6,0,"2006-2011",-20.7142857142857
"10495","",2009-08-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3445,"Poder Ejecutivo","","EQUILIBRIO FINANCIERO DEL PRESUPUESTO SECTOR PUB.2010/LEY DE...","Propone Ley de Equilibrio Financiero del Presupuesto del Sector Publico para el Ano Fiscal 2010.","Ley Nº: 29467","LEY DE EQUILIBRIO FINANCIERO DEL PRESUPUESTO DEL SECTOR PuBLICO PARA EL AnO FISCAL 2010","Publicado El Peruano",2009-08-12,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-2.42857142857143
"10496","",2009-08-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3444,"Poder Ejecutivo","","ENDEUDAMIENTO DEL SECTOR PUBLICO PARA EL ANO FISCAL 2010/LEY DE....","Propone Ley de Endeudamiento del Sector Publico para el Ano Fiscal 2010.","Ley Nº: 29466","LEY DE ENDEUDAMIENTO DEL SECTOR PuBLICO PARA EL AnO FISCAL 2010","Publicado El Peruano",2009-08-12,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-2.42857142857143
"10497","",2009-08-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3443,"Poder Ejecutivo","","PRESUPUESTO DEL SECTOR PUBLICO PARA EL ANO FISCAL 2010/LEY DE...","Propone Ley de Presupuesto del Sector Publico para el Ano Fiscal 2010.","Ley Nº: 29465","LEY DE PRESUPUESTO DEL SECTOR PuBLICO PARA EL AnO FISCAL 2010","Publicado El Peruano",2009-08-12,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-2.42857142857143
"10499","Grupo Parlamentario Nacionalista",2009-08-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3441,"Congreso","Grupo Parlamentario Nacionalista","MUNICIPALIDADES/RATIFICA Y DESARROLA LA LEY TRANSITORIA DE...","Propone ratificar y desarrollar la Ley Transitoria de Municipalidades del 02 de enero de 1857, que crea el distrito de Iquicha, en la provincia de Huanta, departamento de Ayacucho.","","","En comision",2009-04-09,"Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","SI",8,0,"2006-2011",-20
"10501","Grupo Parlamentario Nacionalista",2009-08-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3439,"Congreso","Grupo Parlamentario Nacionalista","TRABAJADORES ACT.PRIVADA/BANCARIZA LA COTIZACION SINDICAL DE...","Propone modificar los articulos 19|, 28° y 29 del TUO del Decreto Ley N° 25593, Ley que regula las relaciones laborales de los trabajadores sujetos al regimen de la actividad privada, referente a bancarizar la cotizacion sindical de los trabajdores.","","","En comision",2009-04-09,"Economia  Banca  Finanzas e Inteligencia Financiera","SI",9,0,"2006-2011",-20
"10502","Grupo Parlamentario Nacionalista",2009-08-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3438,"Congreso","Grupo Parlamentario Nacionalista","CONCESIONES ELECTRICAS L.25844/MODIFICA EL ART.1° DE LA LEY DE....","Propone modificar el articulo 1° de la Ley N° 25844, Ley de Concesiones Electricas, en el sentido que la exportacion de la energia electrica de origen hidraulico, esta condicionado a la conexion al Sistema Electrico Interconectado Nacional - SEIN.","","","En comision",2009-01-09,"Energia y Minas","NO",6,0,"2006-2011",-32.8571428571429
"10504","Partido Aprista Peruano",2009-08-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3436,"Congreso","PARTIDO APRISTA PERUANO","CODIGO:PENAL 299°/PENALIZAR LA POSESION DE DROGAS","Propone modificar el articulo 299° del Codigo Penal, en el sentido de penalizar la posesion de drogas, sin importar que las mismas sean para el consumo inmediato y directo del ciudadano.","","","En comision",2009-02-09,"Justicia y Derechos Humanos","SI",7,0,"2006-2011",-28.4285714285714
"10505","Partido Aprista Peruano",2009-08-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3435,"Congreso","PARTIDO APRISTA PERUANO","PROFESIONALES EDUC.SALUD TRABAJAN ZONAS RURALES/INCENTIVOS A...","Propone crear un regimen especial de incentivos a los profesionales de educacion y salud que trabajan en zonas rurales de frontera en el pais.","","","En comision",2009-04-09,"Salud  Poblacion  Familia y Personas con Discapacidad,Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",6,0,"2006-2011",-20
"10510","",2009-08-27,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3430,"Poder Ejecutivo","","NOTARIADO/MODIFICA EL ART.9° DEL DECRETO LEGISLATIVO 1049","Propone modificar el articulo 9° del Decreto Legislativo N° 1049, Decreto Legislativo del Notariado, Convocatoria a Plazas Notariales Vacantes.","","","En comision",2009-02-09,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-28.4285714285714
"10515","",2009-08-25,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3425,"Registro Nacional de Identificacion y Estado Civil","","PASAPORTE DIPLOMATICO L.23274/MODIFICA LEY QUE SENALA FUNC.DERECHO A....","Propone modificar el articulo 2° de la Ley N° 23274, por la que el Gobierno senala a los funcionarios que tienen derecho a pasaporte diplomatico.","","","En comision",2009-01-09,"Constitucion y Reglamento","",NA,0,"2006-2011",-32.5714285714286
"10516","Bloque Popular",2009-08-25,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3424,"Congreso","Bloque Popular-Compromiso Democratico","UNIVERSIDAD NAC.ABAD CUSCO/EXEPTUA DE MEDIDAS DE AUSTERIDAD A LA...","Propone exceptuar a la Universidad Nacional de San Antonio Abad del Cusco, de medidas de austeridad y racionalidad establecidas en la Ley N° 29289, Ley de Presupuesto del Sector Publico para el Ano Fiscal 2009.","","","En comision",2009-01-09,"Presupuesto y Cuenta General de la Republica","NO",7,0,"2006-2011",-32.5714285714286
"10540","Partido Aprista Peruano",2009-08-14,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2009",3400,"Congreso","PARTIDO APRISTA PERUANO","DAMNIFICADOS SISMOS AGOSTO 2007/AMPLIA EXPROPIACION A FAVOR DE....","Propone ampliar hasta el 31 de diciembre de 2009, el plazo establecido en la Ley N° 29260 para facilitar los procesos de expropiacion a favor de damnificados de los sismos del 15 de agosto de 2007.","","","Archivo",2009-03-12,"Vivienda y Construccion","SI",6,0,"2006-2011",-22.1428571428571
"10571","Multipartidario",2009-07-02,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3369,"Congreso","Multipartidario","RESOLUCION: LEG. CONG.  N° 008-2008-CR/DELEGA FACULTADES COMISION PERMANENTE","Resolucion Legislativa del Congreso de la Republica mediante la cual se delega en la Comision Permanente la Facultad de Legislar del 4 al 17 de Julio de 2009.","Resolucion Legislativa del Congreso Nº: 008-2008-CR","RESOLUCIoN LEGISLATIVA DEL CONGRESO QUE DELEGA FACULTADES A LA COMISIoN PERMANENTE","Publicado El Peruano",2009-04-07,"","NO",2,0,"2006-2011",-12.2857142857143
"10577","Alianza Nacional",2009-06-30,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3363,"Congreso","Alianza Nacional","PRESUPUESTO:EXCEPTUA A UNIV.NAC.AMAZONICA DE MEDIDAS AUSTERIDAD","Propone exceptuar a la Universidad Nacional Amazonica de Madre de Dios de medidas de austeridad establecidas en la Ley N° 29289, Ley de Presupuesto del Sector Publico  para el ano fiscal 2009.","","","En comision",2009-02-07,"Presupuesto y Cuenta General de la Republica","SI",5,0,"2006-2011",-20.4285714285714
"10584","Alianza por el Futuro",2009-06-25,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3356,"Congreso","Grupo Fujimorista","NACIONALIDAD:L.26574/OTORGA A EXTRANJEROS PADRES DE PERUANOS LA...","Propone modificar el articulo 4° de la Ley N° 26574, Ley de Nacionalidad, referente a otorgar acceso a la nacionalidad peruana a los extranjeros padres de peruanos por nacimiento o por naturalizacion.","","","En comision",2009-02-07,"Constitucion y Reglamento","SI",6,0,"2006-2011",-19.7142857142857
"10588","Alianza Nacional",2009-06-25,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3352,"Congreso","Alianza Nacional","PESCADOR ARTESANAL Y PROMOCION DE LA ACTIVIDAD PESQUERA/LEY DEL...","Propone Ley del Pescador Artesanal y de Promocion de la Actividad Pesquera Artesanal.","","","En comision",2009-02-07,"Produccion y Micro y Pequena Empresa y Cooperativas","SI",5,0,"2006-2011",-19.7142857142857
"10624","",2009-06-04,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3316,"Superintendencia de Banca y Seguros","","INTELIGENCIA.FINANCIERA L.27693/MODIFICA LEY QUE CREA UNIDAD DE...","Propone modificar los articulos 4° y 9° e incorpora el articulo 9°-A y la Quinta Disposicion Complementaria, Transitoria y Final a la Ley N° 27693, Ley que crea la Unidad de Inteligencia Financiera - UIF, referente al Consejo de Coordinacion y al registro de operaciones, asi mismo modifica la Sexta Disposicion Complementaria, Transitoria y Final de la Ley N° 28306, el articulo 3° de la Ley N° 29038 y deroga los articulos 26° al 32° y la unica Disposicion Transitoria y Final del Dec. Sup. N° 018-2006-JUS.","","","En comision",2009-05-06,"Economia  Banca  Finanzas e Inteligencia Financiera","",NA,0,"2006-2011",-4.14285714285714
"10625","",2009-06-04,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3315,"Superintendencia de Banca y Seguros","","SUPERINTENDENCIA:BANCA SEG./MODIFICA ART.143° LEY GENERAL DE LA....","Propone modificar el articulo 143° de la Ley N° 26702, Ley General del Sistema Financiero y del Sistema de Seguros de la Superindentencia de Banca y Seguros, el articulo 85° del TUO del Codigo Tributario, el articulo 47 del TUO de la Ley del Mercado de Valores, los articulos 17° y 18° del TUO de la Ley de Transparencia y Acceso a la Informacion Publica y la Primera Disposicion Complementaria del Dec. Leg. N° 604, Ley de Organizacion y Funciones del Instituto Nacional de Estadistica e Informatica, sobre el levantamiento del secreto bancario.","","","En comision",2009-05-06,"Economia  Banca  Finanzas e Inteligencia Financiera","",NA,0,"2006-2011",-4.14285714285714
"10626","",2009-06-04,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3314,"Superintendencia de Banca y Seguros","","CONTRALORIA GRAL./MODIFICA ART.22° LEY ORGANICA DE LA...","Propone modificar el articulo 22° de la Ley N° 27785, Ley Organica del Sistema Nacional de Control y de la Contraloria General de la Republica, asi como modificar el articulo 83° de la Ley N° 27972, Ley Organica de Municipalidades, referente al registro de las personas expuestas politicamente.","","","En comision",2009-05-06,"Fiscalizacion y Contraloria,Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","",NA,0,"2006-2011",-4.14285714285714
"10628","Partido Aprista Peruano",2009-06-02,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3312,"Congreso","PARTIDO APRISTA PERUANO","BANMATS.A.C./TRANSFIERE CARTERA CREDITOS DEL FONDO MIVIVIENDA AL...","Propone transferir al BANMAT S.A.C., la cartera de creditos, , derechos, acciones y garantias del Fondo Hipotecarios de Promocion de la Vivienda - Fondo MIVIVIENDA S.A.","","","En comision",2009-04-06,"Vivienda y Construccion","NO",6,0,"2006-2011",-8.14285714285714
"10631","",2009-05-29,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3309,"Gobiernos Regionales","","PRESUPUESTO:L.29289/MODIFICA ART.10° DE LA LEY DE....","Propone modificar el articulo 10° y la Disposicion Decimo Quinta de la Ley N° 29289, Ley de Presupuesto del Sector Publico para el ano 2009, referente a facilitar el pago de los adeudos por devengados, adeudos por subsidio de sepelio y luto, gratificaciones 20, 25 y 30 anos","","","En comision",2009-02-06,"Presupuesto y Cuenta General de la Republica","",NA,0,"2006-2011",-16
"10633","",2009-05-29,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3307,"Poder Judicial","","CODIGO:PROCESAL CIVIL 679°-A/FONDO DE DESALOJO DE BIENES INMUEBLES","Propone incorporar el articulo 679°-A al Codigo Procesal Civil, referente a la medida temporal sobre el Fondo en Desalojo de Bienes Inmuebles Esenciales.","","","En comision",2009-02-06,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-16
"10634","",2009-05-29,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3306,"Poder Ejecutivo","","DECRETO:LEGISLATIVO 437/MODIFICA ART.34° DEL....","Propone modificar el articulo 34° del Decreto Legislativo N° 437, Ley Organica del Ejercito Peruano.","Ley Nº: 29417","LEY QUE MODIFICA EL DECRETO LEGISLATIVO NuM. 437, LEY DE ORGANIZACIoN Y FUNCIONES DEL EJeRCITO PERUANO","Publicado El Peruano",2009-04-10,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","",NA,0,"2006-2011",-7
"10642","No Agrupado",2009-05-28,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3298,"Congreso","Grupo Parlamentario Especial","PERSONAL.MILITAR POL./LEY DE REMUNERACIONES,BONIF.PENSIONES DEL...","Propone aprobar las remuneraciones, bonificaciones, beneficios y pensiones del personal militar y policial.","","","En comision",2009-01-06,"Presupuesto y Cuenta General de la Republica","NO",2,0,"2006-2011",-20.2857142857143
"10645","Multipartidario",2009-05-27,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3295,"Congreso","Multipartidario","UNIVERSIDAD DIEGO QUISPE TITO-CUSCO/CREA PLIEGO PRESUPESTARIO DE...","Propone autorizar la creacion del Pliego Presupuestario de la Universidad de Arte “Diego Quispe Tito” del Cusco.","","","En comision",2009-01-06,"Presupuesto y Cuenta General de la Republica","SI",9,0,"2006-2011",-20.1428571428571
"10651","Multipartidario",2009-05-26,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3289,"Congreso","Multipartidario","DECRETO LEGISLATIVO 1090/DEROGA EL....","Dictamen  de la comision de Constitucion y Reglamento que propone derogar el Decreto Legislativo N° 1090, Ley Forestal y de Fauna Silvestre. (Remitida por el Poder Ejecutivo el 02-07-2008).","","","Orden del Dia",2009-04-06,"Constitucion y Reglamento","SI",7,0,"2006-2011",-7.14285714285714
"10661","",2009-05-20,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3279,"Poder Ejecutivo","","DECRETO:URGENCIA 004-2005/MODIFICA ARTICULO 2° DEL....","Propone modificar el articulo 2° del Decreto de Urgencia N° 004-2005 y fija el plazo en que el INPE reasumira la Direccion, Administracion y Seguridad Interna de todos los penales.","Ley Nº: 29385","LEY QUE MODIFICA EL ARTiCULO 2° DE LA LEY N° 28769, LEY QUE MODIFICA EL ARTiCULO 2° DEL DECRETO DE URGENCIA N° 004-2005 Y FIJA EL PLAZO EN QUE EL INPE REASUMIRa LA DIRECCIoN, ADMINISTRACIoN Y SEGURIDAD INTERNA DE TODOS LOS PENALES.","Publicado El Peruano",2009-01-07,"Justicia y Derechos Humanos","",NA,0,"2006-2011",-19
"10676","",2009-05-13,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3264,"Poder Ejecutivo","","DISCAPACIDAD:SANCIONES POR INCUMPLIMIENTO DE LEY GRAL.PERSONA CON...","Propone establecer infracciones y sanciones por incumplimiento de la Ley General de la Persona con Discapacidad y su Reglamento.","Ley Nº: 29392","LEY QUE ESTABLECE INFRACCIONES Y SANCIONES POR INCUMPLIMIENTO DE LA LEY GENERAL DE LA PERSONA CON DISCAPACIDAD Y SU REGLAMENTO","Publicado El Peruano",2009-02-08,"Salud  Poblacion  Familia y Personas con Discapacidad","",NA,0,"2006-2011",-13.4285714285714
"10708","Multipartidario",2009-05-06,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3232,"Congreso","Multipartidario","GRATIFICACIONES:L.29351/MODIFICA LEY QUE REDUCE COSTOS LABORALES A....","Propone modificar los articulos 1° y 2° de la Ley N° 29351, Ley que reduce costos laborales a los aguinaldos y gratificaciones por fiestas patrias y navidad, asi mismo incorporar el articulo 8°-A a la Ley N° 27735.","","","Dictamen Negativo",2009-03-12,"Economia  Banca  Finanzas e Inteligencia Financiera,Trabajo","SI",15,29,"2006-2011",-7.85714285714286
"10718","",2009-04-30,"Periodo de Gobierno 2006- 2011","Segunda Legislatura Ordinaria 2008",3222,"Poder Ejecutivo","","DESEMPLEADOS/AMPLIA ACCESO A SERVICIOS SEG.SOCIAL EN SALUD A...","Propone ampliar temporalmente el periodo de acceso a servicios de seguridad social en salud para desempleados.","Ley Nº: 29353","LEY QUE AMPLiA TEMPORALMENTE EL PERiODO DE ACCESO A SERVICIOS DE SEGURIDAD SOCIAL EN SALUD PARA DESEMPLEADOS","Publicado El Peruano",2009-01-05,"","",NA,0,"2006-2011",-16.4285714285714
