"","grupoPol","fechaPresentacion","congreso","legislatura","codigo","proponente","grupoParlamentario","Titulo","sumilla","numeroLey","tituloLey","estadoFinal","estadoFinalFecha","comisiones","Lima","CantiCongre","CantiAdh","congresoRec","Semanas"
"13425","",2006-10-21,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",515,"Poder Ejecutivo","","ESSALUD:PLAN DE EMERGENCIA Y DESEMBALSE ASISTENCIAL","Propone adecuar los procesos de contrataciones y adquisiciones del Seguro Social de Salud - ESSALUD al Proceso de Seleccion Abreviado (PSA) establecido mediante el Decreto de Urgencia Nº 024-2006 para el cumplimiento del Plan de Emergencia y Desembalse Asistencial.","Ley Nº: 28912","LEY QUE ESTABLECE EL PROCESO DE SELECCIoN ABREVIADO (PSA) PARA ATENDER EL PLAN DE EMERGENCIA DE DESEMBALSE ASISTENCIAL DEL SEGURO SOCIAL DE SALUD - ESSALUD, POR EL PLAZO DE 90 DiAS HaBILES","Publicado El Peruano",2006-03-12,"Seguridad Social","",NA,0,"2006-2011",-31.8571428571429
"13429","Union por el Peru",2006-10-20,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",511,"Congreso","Grupo Parlamentario Nacionalista","LENGUAS ORIGINARIAS:LEY DE...","Propone Ley de Lenguas Originarias.","","","Retirado",2006-06-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes,Pueblos Andinos  Amazonicos y Afroperuanos  Ambiente y Ecologia","SI",19,0,"2006-2011",-18.7142857142857
"13574","Partido Aprista Peruano",2006-10-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",366,"Congreso","PARTIDO APRISTA PERUANO","POLICIA NACIONAL:PROHIBIR DILIGENCIA DE NOTIFICACION A LA...","Propone prohibir la diligencia de notificacion por parte de la Policia Nacional del Peru. (Proyecto actualizado por acuerdo del Consejo Directivo numero anterior 14740/2005-CR)","Ley Nº: 28924","PROHiBE LA DILIGENCIA DE NOTIFICACIONES POR LA POLICiA NACIONAL DEL PERu","Publicado El Peruano",2006-08-12,"Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","NO",8,0,"2006-2011",-7.42857142857143
"13589","Unidad Nacional",2006-10-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",351,"Congreso","Unidad Nacional","DEMARCACION TERRITORIAL L.27795/NUEVOS DISTRITOS Y PROVINCIAS","Propone prorrogar por tres anos el plazo a que se refiere la Segunda Disposicion Complementaria de la Ley Nº 27795, Ley de Demarcacion y Organizacion Territorial, por lo que queda en suspenso la creacion de nuevos distritos y provincias a nivel nacional.","Ley Nº: 28920","PRORROGA EL PLAZO CONTENIDO EN LA PRIMERA Y SEGUNDA DISPOSICIONES COMPLEMENTARIAS DE LA LEY Nº 27795","Publicado El Peruano",2006-08-12,"Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","SI",6,0,"2006-2011",-7.71428571428571
"13607","",2006-10-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",333,"Poder Ejecutivo","","VIAJE:PRESIDENCIAL/VISITA DE TRABAJO A EE.UU.","Propone autorizar al senor Presidente de la Republica, a salir del territorio nacional entre el 9 y el 11 de octubre del presente ano, para efectuar una visita de trabajo a los Estados Unidos de America.","Resolucion Legislativa Nº: 28889","RESOLUCIoN LEGISLATIVA QUE AUTORIZA AL SEnOR PRESIDENTE DE LA REPuBLICA A SALIR DEL TERRITORIO NACIONAL ENTRE LOS DiAS 9 Y 11 DE OCTUBRE DE 2006","Publicado El Peruano",2006-07-10,"","",NA,0,"2006-2011",-12.1428571428571
"13611","",2006-09-29,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",329,"Poder Ejecutivo","","GOBIERNOS:REGIONALES L.27867/RESTITUYE AUTONOMIA ADMINISTRAT.","Propone modificar la Duodecima Disposicion Transitoria, Complementaria y Final de la Ley Nº 27867, Ley Organica de Gobiernos Regionales, en el sentido de restituir la autonomia administrativa de los Gobiernos Regionales para el desarrollo de funciones sectoriales y la designacion de Directores Regionales Sectoriales.","Ley Nº: 28926","REGULA EL ReGIMEN TRANSITORIO DE LAS DIRECCIONES REGIONALES SECTORIALES DE LOS GOBIERNOS REGIONALES","Publicado El Peruano",2006-08-12,"Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","",NA,0,"2006-2011",-6.85714285714286
"13652","Unidad Nacional",2006-09-21,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",288,"Congreso","Unidad Nacional","DIRECTORES REGIONALES:DESIGNACION DE FUNCIONARIOS Y...","Propone disponer que a partir del 01 de enero de 2007, corresponde al Presidente Regional designar directamente a los Directores Regionales Sectoriales y a todo funcionario regional sectorial.","Ley Nº: 28926","REGULA EL ReGIMEN TRANSITORIO DE LAS DIRECCIONES REGIONALES SECTORIALES DE LOS GOBIERNOS REGIONALES","Publicado El Peruano",2006-08-12,"Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","SI",8,0,"2006-2011",-5.71428571428571
"13700","Union por el Peru",2006-09-13,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",240,"Congreso","Grupo Parlamentario Nacionalista","PREMIO NACIONAL:DE NARRATIVA JOSE MARIA ARGUEDAS/CREACION DEL...","Propone crear el Premio Nacional de Narrativa y Ensayo """"Jose Maria Arguedas"""". (Proyecto actualizado por acuerdo del Consejo Directivo num. anterior 10725/2003-CR)","Ley Nº: 28898","LEY QUE CREA EL PREMIO NACIONAL DE NARRATIVA Y ENSAYO """"JOSE MARiA ARGUEDAS""""","Publicado El Peruano",2006-04-11,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","SI",14,0,"2006-2011",-22.1428571428571
"13708","",2006-09-15,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",232,"Poder Ejecutivo","","DEPORTE:L.28036/MODIFICAR ART.44O,LEY DE PROMOCION Y DESARROLLO DEL...","Propone modificar el articulo 44º de la Ley Nº 28036, Ley de Promocion y Desarrollo del Deporte, referente a las Federaciones Deportivas Nacionales.","Ley Nº: 28910","MODIFICA EL ARTiCULO 44º Y OTROS DE LA LEY Nº 28036, LEY DE PROMOCIoN Y DESARROLLO DEL DEPORTE","Publicado El Peruano",2006-03-12,"Educacion  Ciencia  Tecnologia  Cultura  Patrimonio Cultural  Juventud y Deportes","",NA,0,"2006-2011",-26.7142857142857
"13710","",2006-09-15,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",230,"Poder Ejecutivo","","TELECOMUNICACIONES:TRANSFERIR A TRANSPORTES FONDO INVERS.EN...","Propone transferir la Administracion del Fondo de Inversion en Telecomunicaciones - FITEL al sector Transportes y Comunicaciones.","Ley Nº: 28900","LEY QUE OTORGA AL FONDO DE INVERSIoN EN TELECOMUNICACIONES-FITEL LA CALIDAD DE PERSONA JURiDICA DE DERECHO PuBLICO, ADSCRITA AL SECTOR TRANSPORTES Y COMUNICACIONES","Publicado El Peruano",2006-04-11,"Transportes y Comunicaciones","",NA,0,"2006-2011",-22.4285714285714
"13779","",2006-09-08,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",161,"Poder Ejecutivo","","TROPAS EXTRANJERAS L.27856/MODIFICAR LEY AUTORIZA INGRESO DE...","Propone modificar el articulo 5º de la Ley Nº 27856, Ley de requisitos para la autorizacion y consentimiento para el ingreso de tropas extranjeras en el territorio de la Republica, sea otorgada por Resolucion Ministerial.","Ley Nº: 28899","LEY QUE MODIFICA LA LEY N° 27856, LEY DE REQUISITOS PARA LA AUTORIZACIoN Y CONSENTIMIENTO PARA EL INGRESO DE TROPAS EXTRANJERAS EN EL TERRITORIO DE LA REPuBLICA","Publicado El Peruano",2006-04-11,"Constitucion y Reglamento,Defensa Nacional  Orden Interno  Desarrollo Alternativo y Lucha contra la Drogas","",NA,0,"2006-2011",-21.4285714285714
"13828","Union por el Peru",2006-09-05,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",112,"Congreso","Grupo Parlamentario Nacionalista","DISCRIMINACION:L.26772/MODIFICAR LEY CONTRA ACTOS DE...","Propone modificar el articulo 1º de la Ley Nº 26772, Ley contra Actos  de Discriminacion, referente a que prohibe la difusion  de la edad en toda oferta laboral del concursante.","","","Archivo",2006-04-10,"Trabajo","NO",6,0,"2006-2011",-21.1428571428571
"13841","Partido Aprista Peruano",2006-08-31,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",99,"Congreso","PARTIDO APRISTA PERUANO","CLUB DPTAL.TUMBES:ADJUDICAR TERRENO A FAVOR DEL","Propone adjudicar en propiedad, a titulo gratuito, el terreno ubicado en el distrito de La Perla, Provincia Constitucional del Callao, a favor del Club Departamental de Tumbes.","Ley Nº: 28917","ADJUDICA TERRENO DE PROPIEDAD DEL ESTADO EN FAVOR DEL CLUB DEPARTAMENTAL TUMBES","Publicado El Peruano",2006-07-12,"Vivienda y Construccion","SI",6,0,"2006-2011",-7.14285714285714
"13870","",2006-08-25,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",70,"Gobiernos Regionales","","REFORMA CONST.191O/COMPOSICION DEL CONSEJO REGIONAL","Propone modificar el articulo 191º de la Constitucion, referente a la composicion del Consejo Regional, incorporando a la sociedad civil.","","","Archivo",2006-04-10,"Constitucion y Reglamento,Descentralizacion  Regionalizacion  Gobiernos Locales y Modernizacion de la Gestion del Estado","",NA,0,"2006-2011",-19.5714285714286
"13874","",2006-08-24,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",66,"Poder Ejecutivo","","CONTRATACIONES:ADQUISIC.DEL ESTADO/MODIFICAN ARTICULOS DE LA LEY DE...","Propone modificar los articulos 53º, 54º, 56º y 57º de la Ley Nº 26850, Ley de Contrataciones y Adquisiciones del Estado - CONSUCODE, referente a la solucion de controversias, recursos impugnativos, denegatoria ficta y nulidad respectivamente.","Ley Nº: 28911","MODIFICA LOS ARTiCULOS 52º, 53º, 54º, 56º Y 57º DE LA LEY Nº 26850, LEY DE CONTRATACIONES Y ADQUISICIONES DEL ESTADO, ESTABLECIENDO MECANISMOS EXPEDITIVOS PARA LA SOLUCIoN DE CONTROVERSIAS E IMPUGNACIONES","Publicado El Peruano",2006-03-12,"Fiscalizacion y Contraloria,Economia  Banca  Finanzas e Inteligencia Financiera","",NA,0,"2006-2011",-23.5714285714286
"13891","",2006-08-18,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",49,"Poder Ejecutivo","","SIERRA EXPORTADORA:CREAR","Propone ley que crea """"Sierra Exportadora"""".","Ley Nº: 28890","LEY QUE CREA SIERRA EXPORTADORA","Publicado El Peruano",2006-07-10,"Agraria,Comercio Exterior y Turismo","",NA,0,"2006-2011",-5.57142857142857
"13900","",2006-08-16,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",40,"Congreso","","OBS.MINISTERIO:PRODUCCION/TRANSFIERE FUNCIONES DE LA MYPE AL...","Propone transferir al Ministerio de la Produccion las funciones y competencias sobre la Micro y Pequena Empresa - MYPE. (Autografa de ley observada a los proyectos Nos. 11981 y 13199/2004-CR)","","","Archivo",2006-05-10,"Produccion y Micro y Pequena Empresa y Cooperativas","",NA,0,"2006-2011",-14
"13901","",2006-08-16,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",39,"Congreso","","OBS.FESUNAD:AMPLIAR A LOS PENSIONISTAS EL ART.13O DEL  D.LEG. 680","Propone ampliar el articulo 13º del Dec. Leg. Nº 680, referente a que podran integrarse voluntariamente al FESUNAD, lo cesantes, jubilados y demas pensionistas de la ex Superintendencia Nacional de Aduanas. (Autografa de ley observada del proyecto Nº 12739/2004-CR)","","","Dictamen Negativo",2006-03-11,"Seguridad Social,Economia  Banca  Finanzas e Inteligencia Financiera","",NA,0,"2006-2011",-22.5714285714286
"13931","",2006-08-03,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",9,"Poder Ejecutivo","","VIAJE:PRESIDENCIAL/CEREMONIA TRANSMISION DE MANDO COLOMBIA","Propone autorizar a salir del territorio nacional al senor Presidente de la Republica los dias 7 y 8 de agosto del presente ano, con el objeto de participar en la ceremonia de transmision del mando a realizarse en la ciudad de Bogota, Colombia.","Resolucion Legislativa Nº: 28866","RESOLUCIoN LEGISLATIVA QUE AUTORIZA AL SEnOR PRESIDENTE DE LA REPuBLICA A SALIR DEL TERRITORIO NACIONAL LOS DiAS 7 Y 8 DE AGOSTO DE 2006.","Publicado El Peruano",2006-06-08,"","",NA,0,"2006-2011",-8
"13934","Multipartidario",2006-08-02,"Periodo de Gobierno 2006- 2011","Primera Legislatura Ordinaria 2006",6,"Congreso","Multipartidario","REGL.CONGRESO:35O/PROPONEN NUMERO DE COMISIONES ORD.","Propone modificar el articulo 35º, literal a), del Reglamento del Congreso, referente al numero de Comisiones Ordinarias.","Resolucion Legislativa del Congreso Nº: 001-2006-CR","RESOLUCIoN LEGISLATIVA DEL CONGRESO QUE MODIFICA EL ARTiCULO 35º, LITERAL A), DEL REGLAMENTO DEL CONGRESO DE LA REPuBLICA.","Publicado El Peruano",2006-06-08,"","SI",6,0,"2006-2011",-7.85714285714286
